name,prediction_path,gt_path,image_path,mask_path,item_idx,seg_idx,text_prompt,dice
item000895_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000895_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000895_seg0000.png,/mnt/data/zruan/kqy/pami/test/1b84aa501066599f1332ff4551d9a1b3.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/16761/1453.png,895,0,"a high-waisted, a-line, nightgown dress with symmetrical design, cartoon theme, wrist-length bell sleeves and a surplice neckline",0.827145204094528
item000864_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000864_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000864_seg0000.png,/mnt/data/zruan/kqy/pami/test/6505460537d204e3cc8c6339180aa301.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/19931/4525.png,864,0,"a floor-length, zip-up, mermaid-cut dress with plastic rivets, a symmetrical design, normal waist, plain pattern, wrist-length leg of mutton sleeves and a regular collar, featuring gathering and pleats",0.8176244030195655
item000157_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000157_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000157_seg0000.png,/mnt/data/zruan/kqy/pami/test/0ebe6d8449aed07be683fd778a4092d1.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/14432/752.png,157,0,"a high-waisted, symmetrical, mini dress with a round neckline, pleat details, and leg of mutton sleeves",0.7887222555488902
item000760_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000760_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000760_seg0000.png,/mnt/data/zruan/kqy/pami/test/9cfc91967c94eeb7e8a6db3e59f28d7f.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/16824/2940.png,760,0,"a plain nightgown dress with an empire waistline, symmetrical design, and a zip-up front, featuring wrist-length set-in sleeves and a plunging neckline",0.7816822429906543
item000930_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000930_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000930_seg0000.png,/mnt/data/zruan/kqy/pami/test/de90e3f82e7a96e74dfc900b07caf5ab.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/20575/5104.png,930,0,"a symmetrical, floor-length, floral, circle-neckline, zip-up gown with a plunging neckline and applique details",0.7799346530847588
item000918_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000918_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000918_seg0000.png,/mnt/data/zruan/kqy/pami/test/2907c60baee70f30b349de950935bdd4.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/20569/5090.png,918,0,"a plain, pencil, shift dress with no waistline and symmetrical design, featuring an illusion neckline",0.7698088665679084
item000938_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000938_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000938_seg0000.png,/mnt/data/zruan/kqy/pami/test/3dc0b2b41d54c1b702e908f8aa5b4e04.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/16848/2945.png,938,0,"a normal-waist, a-line, floral, symmetrical, floor-length tunic dress with a zip-up closure, off-the-shoulder neckline and short cap sleeves",0.7687848506597471
item000098_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000098_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000098_seg0000.png,/mnt/data/zruan/kqy/pami/test/a3f881917b1e3e8875dfe97f9ae98bee.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/17313/1914.png,98,0,"a loose, symmetrical, and plain sweater with no waistline, wrist-length set-in sleeves and a turtle neck",0.76851492826677
item000569_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000569_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000569_seg0000.png,/mnt/data/zruan/kqy/pami/test/78f6d9e1d5339d5215b73d37a52c2837.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/9564/5808.png,569,0,"a sequin, trumpet-shaped, zip-up gown with a dropped waistline, gathering and a straight-across neckline",0.7656617858168245
item000265_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/seg_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000265_seg0000.png,output/structxlip_sketchy_5pct_no_3loss/gt_results/seed42/CLIPSeg_structxlip_ViT-B-16_best_dice/item000265_seg0000.png,/mnt/data/zruan/kqy/pami/test/4e872a7fcd5c125164305d750c8688b6.jpg,/mnt/data/zruan/kqy/pami/test/instance_masks/17813/3973.png,265,0,"a high-waisted, zip-up, circle dress with a surplice neckline and gathering details",0.7650760880423563
